FID,Elevat,Slope,ShrubCov,x_wgs,y_wgs
6331,690,1.6876000,0.0040000,260067.702052000007825,3888934.050133999902755
6332,690,1.2171201,0.0008000,260097.702052000007825,3888934.050133999902755
6333,690,0.0000000,0.0020000,260127.702052000007825,3888934.050133999902755
6334,690,1.2171201,0.0060000,260157.702052000007825,3888934.050133999902755
6335,691,1.9091500,0.0060000,260187.702052000007825,3888934.050133999902755
6336,692,0.3376150,0.0016000,260217.702052000007825,3888934.050133999902755
6337,691,1.0675200,0.0012000,260247.702052000007825,3888934.050133999902755
6338,693,2.6350300,0.0008000,260277.702052000007825,3888934.050133999902755
6339,694,1.9678600,0.0028000,260307.702052000007825,3888934.050133999902755
6340,695,2.4563899,0.0004000,260337.702052000007825,3888934.050133999902755
6341,696,2.1343000,0.0000000,260367.702052000007825,3888934.050133999902755
6342,697,1.6876000,0.0000000,260397.702052000007825,3888934.050133999902755
6343,698,1.9091500,0.0004000,260427.702052000007825,3888934.050133999902755
6344,699,1.6876000,0.0116000,260457.702052000007825,3888934.050133999902755
6345,700,2.1343000,0.0000000,260487.702052000007825,3888934.050133999902755
6346,701,2.7199199,0.0004000,260517.702052000007825,3888934.050133999902755
6347,702,2.1343000,0.0012000,260547.702052000007825,3888934.050133999902755
6348,702,1.6876000,0.0116000,260577.702052000007825,3888934.050133999902755
6349,702,1.2171201,0.0304000,260607.702052000007825,3888934.050133999902755
6350,702,0.4774540,0.0324000,260637.702052000007825,3888934.050133999902755
6351,702,1.0675200,0.0532000,260667.702052000007825,3888934.050133999902755
6352,703,3.1996000,0.1124000,260697.702052000007825,3888934.050133999902755
6353,705,4.4951501,0.0688000,260727.702052000007825,3888934.050133999902755
6354,707,3.3722899,0.0512000,260757.702052000007825,3888934.050133999902755
6355,708,0.7548940,0.0780000,260787.702052000007825,3888934.050133999902755
6356,707,1.2171201,0.0504000,260817.702052000007825,3888934.050133999902755
6357,707,2.7199199,0.0600000,260847.702052000007825,3888934.050133999902755
6358,709,3.3214300,0.0328000,260877.702052000007825,3888934.050133999902755
6359,711,3.4717400,0.0264000,260907.702052000007825,3888934.050133999902755
6360,713,3.0169599,0.0292000,260937.702052000007825,3888934.050133999902755
6361,714,1.3917600,0.0092000,260967.702052000007825,3888934.050133999902755
6362,714,0.4774540,0.0212000,260997.702052000007825,3888934.050133999902755
6363,714,1.8175200,0.0116000,261027.702052000007825,3888934.050133999902755
6364,716,2.7199199,0.0384000,261057.702052000007825,3888934.050133999902755
6365,717,3.1096301,0.0016000,261087.702052000007825,3888934.050133999902755
6366,719,2.8624101,0.0044000,261117.702052000007825,3888934.050133999902755
6367,720,2.8624101,0.0136000,261147.702052000007825,3888934.050133999902755
6368,722,2.8624101,0.0000000,261177.702052000007825,3888934.050133999902755
6369,723,1.5095299,0.0052000,261207.702052000007825,3888934.050133999902755
6370,724,1.6876000,0.0288000,261237.702052000007825,3888934.050133999902755
6371,723,2.1607900,0.0388000,261267.702052000007825,3888934.050133999902755
6372,723,2.8821800,0.0292000,261297.702052000007825,3888934.050133999902755
6373,725,3.5842500,0.0144000,261327.702052000007825,3888934.050133999902755
6374,727,3.0169599,0.0144000,261357.702052000007825,3888934.050133999902755
6375,728,2.7199199,0.0068000,261387.702052000007825,3888934.050133999902755
6376,730,4.0586600,0.0324000,261417.702052000007825,3888934.050133999902755
6377,733,3.6469700,0.0512000,261447.702052000007825,3888934.050133999902755
6378,734,1.7210100,0.0384000,261477.702052000007825,3888934.050133999902755
6379,734,1.3502200,0.0156000,261507.702052000007825,3888934.050133999902755
6380,733,0.7548940,0.0200000,261537.702052000007825,3888934.050133999902755
6381,733,1.2171201,0.0156000,261567.702052000007825,3888934.050133999902755
6382,734,4.0586600,0.0160000,261597.702052000007825,3888934.050133999902755
6383,737,4.3154502,0.0004000,261627.702052000007825,3888934.050133999902755
6384,739,2.0527799,0.0152000,261657.702052000007825,3888934.050133999902755
6385,739,1.5095299,0.0220000,261687.702052000007825,3888934.050133999902755
6386,739,1.7210100,0.0184000,261717.702052000007825,3888934.050133999902755
6387,740,2.0527799,0.0060000,261747.702052000007825,3888934.050133999902755
6388,740,2.7818899,0.0228000,261777.702052000007825,3888934.050133999902755
6389,742,1.9678600,0.0100000,261807.702052000007825,3888934.050133999902755
6390,742,0.3376150,0.0052000,261837.702052000007825,3888934.050133999902755
6391,742,0.9548410,0.0000000,261867.702052000007825,3888934.050133999902755
6392,742,2.3859401,0.0000000,261897.702052000007825,3888934.050133999902755
6393,744,3.5204101,0.0000000,261927.702052000007825,3888934.050133999902755
6394,746,3.3890700,0.0004000,261957.702052000007825,3888934.050133999902755
6395,747,3.9454801,0.0000000,261987.702052000007825,3888934.050133999902755
6396,748,3.9454801,0.0004000,262017.702052000007825,3888934.050133999902755
6397,748,5.0511498,0.0012000,262047.702052000007825,3888934.050133999902755
6398,751,7.8962202,0.0012000,262077.702052000007825,3888934.050133999902755
6399,755,11.2763996,0.0024000,262107.702052000007825,3888934.050133999902755
6400,762,13.1218996,0.0600000,262137.702052000007825,3888934.050133999902755
6401,768,11.7086000,0.0252000,262167.702051999978721,3888934.050133999902755
6402,773,9.3689203,0.0244000,262197.702051999978721,3888934.050133999902755
6403,775,8.7672501,0.0472000,262227.702051999978721,3888934.050133999902755
6404,779,8.7103500,0.0820000,262257.702051999978721,3888934.050133999902755
6405,782,7.1796498,0.0584000,262287.702051999978721,3888934.050133999902755
6406,783,6.3441200,0.0136000,262317.702051999978721,3888934.050133999902755
6407,783,5.3228502,0.0204000,262347.702051999978721,3888934.050133999902755
6408,783,6.6963501,0.0196000,262377.702051999978721,3888934.050133999902755
6409,788,12.0527000,0.0804000,262407.702051999978721,3888934.050133999902755
6410,796,12.6803999,0.1160000,262437.702051999978721,3888934.050133999902755
6411,802,15.8256998,0.0880000,262467.702051999978721,3888934.050133999902755
6412,814,10.9049997,0.0336000,262497.702051999978721,3888934.050133999902755
6413,814,8.9848804,0.0160000,262527.702051999978721,3888934.050133999902755
6414,811,11.6301003,0.0308000,262557.702051999978721,3888934.050133999902755
6415,808,10.0304003,0.0236000,262587.702051999978721,3888934.050133999902755
6416,804,7.6530499,0.0396000,262617.702051999978721,3888934.050133999902755
6417,800,7.4315500,0.0628000,262647.702051999978721,3888934.050133999902755
6418,796,8.0563602,0.1364000,262677.702051999978721,3888934.050133999902755
6419,794,7.6603198,0.0428000,262707.702051999978721,3888934.050133999902755
6420,793,5.9892201,0.0028000,262737.702051999978721,3888934.050133999902755
6421,795,4.8225398,0.0316000,262767.702051999978721,3888934.050133999902755
6422,797,5.0956202,0.0232000,262797.702051999978721,3888934.050133999902755
6423,800,3.7692399,0.0412000,262827.702051999978721,3888934.050133999902755
6424,800,4.3933802,0.0284000,262857.702051999978721,3888934.050133999902755
6425,797,7.3333902,0.0292000,262887.702051999978721,3888934.050133999902755
6426,793,6.7545800,0.0428000,262917.702051999978721,3888934.050133999902755
6427,791,5.4380102,0.0152000,262947.702051999978721,3888934.050133999902755
6428,669,10.8650999,0.0040000,259107.702052000007825,3888904.050133999902755
6429,665,11.0089998,0.0460000,259137.702052000007825,3888904.050133999902755
6430,660,5.4276400,0.0620000,259167.702052000007825,3888904.050133999902755
6431,662,3.7238700,0.1384000,259197.702052000007825,3888904.050133999902755
6432,664,2.7818899,0.1016000,259227.702052000007825,3888904.050133999902755
6433,665,2.8821800,0.1136000,259257.702052000007825,3888904.050133999902755
6434,667,4.1687398,0.0556000,259287.702052000007825,3888904.050133999902755
6435,669,5.0511498,0.0576000,259317.702052000007825,3888904.050133999902755
6436,671,6.0914798,0.0844000,259347.702052000007825,3888904.050133999902755
6437,673,6.2819400,0.0708000,259377.702052000007825,3888904.050133999902755
6438,674,5.6011801,0.0476000,259407.702052000007825,3888904.050133999902755
6439,674,4.5823102,0.0436000,259437.702052000007825,3888904.050133999902755
6440,673,2.7199199,0.0564000,259467.702052000007825,3888904.050133999902755
6441,673,0.6752060,0.0584000,259497.702052000007825,3888904.050133999902755
6442,673,0.9548410,0.0704000,259527.702052000007825,3888904.050133999902755
6443,673,1.7210100,0.0264000,259557.702052000007825,3888904.050133999902755
6444,675,2.9018199,0.0224000,259587.702052000007825,3888904.050133999902755
6445,676,2.7199199,0.0512000,259617.702052000007825,3888904.050133999902755
6446,677,2.6989501,0.0764000,259647.702052000007825,3888904.050133999902755
6447,678,2.0527799,0.1608000,259677.702052000007825,3888904.050133999902755
6448,678,1.9678600,0.1588000,259707.702052000007825,3888904.050133999902755
6449,680,2.0527799,0.0332000,259737.702052000007825,3888904.050133999902755
6450,680,1.8175200,0.0104000,259767.702052000007825,3888904.050133999902755
6451,681,2.1343000,0.0256000,259797.702052000007825,3888904.050133999902755
6452,682,3.8140700,0.0092000,259827.702052000007825,3888904.050133999902755
6453,685,4.5823102,0.0032000,259857.702052000007825,3888904.050133999902755
6454,687,2.8821800,0.0020000,259887.702052000007825,3888904.050133999902755
6455,688,1.8175200,0.0020000,259917.702052000007825,3888904.050133999902755
6456,688,2.1607900,0.0016000,259947.702052000007825,3888904.050133999902755
6457,687,2.6350300,0.0016000,259977.702052000007825,3888904.050133999902755
6458,687,3.3722899,0.0036000,260007.702052000007825,3888904.050133999902755
6459,690,3.1996000,0.0044000,260037.702052000007825,3888904.050133999902755
6460,691,1.0675200,0.0008000,260067.702052000007825,3888904.050133999902755
6461,691,1.6876000,0.0008000,260097.702052000007825,3888904.050133999902755
6462,689,1.2171201,0.0000000,260127.702052000007825,3888904.050133999902755
6463,690,2.1607900,0.0004000,260157.702052000007825,3888904.050133999902755
6464,691,2.2636399,0.0044000,260187.702052000007825,3888904.050133999902755
6465,692,0.7548940,0.0012000,260217.702052000007825,3888904.050133999902755
6466,691,0.4774540,0.0000000,260247.702052000007825,3888904.050133999902755
6467,693,2.9018199,0.0008000,260277.702052000007825,3888904.050133999902755
6468,694,1.5095299,0.0000000,260307.702052000007825,3888904.050133999902755
6469,694,1.8175200,0.0000000,260337.702052000007825,3888904.050133999902755
6470,696,2.5695000,0.0004000,260367.702052000007825,3888904.050133999902755
6471,697,2.1343000,0.0000000,260397.702052000007825,3888904.050133999902755
6472,698,2.0527799,0.0004000,260427.702052000007825,3888904.050133999902755
6473,699,2.0527799,0.0016000,260457.702052000007825,3888904.050133999902755
6474,699,2.4563899,0.0004000,260487.702052000007825,3888904.050133999902755
6475,700,3.1996000,0.0048000,260517.702052000007825,3888904.050133999902755
6476,701,3.3214300,0.0236000,260547.702052000007825,3888904.050133999902755
6477,701,2.4563899,0.0284000,260577.702052000007825,3888904.050133999902755
6478,702,1.3502200,0.0580000,260607.702052000007825,3888904.050133999902755
6479,702,0.9548410,0.0452000,260637.702052000007825,3888904.050133999902755
6480,703,2.4563899,0.0716000,260667.702052000007825,3888904.050133999902755
6481,704,4.1687398,0.0052000,260697.702052000007825,3888904.050133999902755
6482,707,4.2626901,0.0272000,260727.702052000007825,3888904.050133999902755
6483,709,1.7210100,0.0384000,260757.702052000007825,3888904.050133999902755
6484,708,1.6876000,0.0616000,260787.702052000007825,3888904.050133999902755
6485,706,0.7548940,0.0564000,260817.702052000007825,3888904.050133999902755
6486,707,2.4331400,0.0604000,260847.702052000007825,3888904.050133999902755
6487,709,2.6350300,0.0552000,260877.702052000007825,3888904.050133999902755
6488,710,3.1096301,0.0288000,260907.702052000007825,3888904.050133999902755
6489,712,3.7238700,0.0136000,260937.702052000007825,3888904.050133999902755
6490,713,2.7199199,0.0216000,260967.702052000007825,3888904.050133999902755
6491,714,1.6876000,0.0304000,260997.702052000007825,3888904.050133999902755
6492,715,1.9678600,0.0624000,261027.702052000007825,3888904.050133999902755
6493,716,2.4331400,0.0436000,261057.702052000007825,3888904.050133999902755
6494,717,3.1818099,0.0248000,261087.702052000007825,3888904.050133999902755
6495,719,2.7199199,0.0056000,261117.702052000007825,3888904.050133999902755
6496,720,2.3859401,0.0064000,261147.702052000007825,3888904.050133999902755
6497,722,2.9018199,0.0008000,261177.702052000007825,3888904.050133999902755
6498,723,2.1607900,0.0172000,261207.702052000007825,3888904.050133999902755
6499,724,1.0675200,0.0452000,261237.702052000007825,3888904.050133999902755
6500,724,1.8175200,0.0212000,261267.702052000007825,3888904.050133999902755
6501,725,3.0543699,0.0368000,261297.702052000007825,3888904.050133999902755
6502,726,3.3890700,0.0228000,261327.702052000007825,3888904.050133999902755
6503,727,3.1096301,0.0312000,261357.702052000007825,3888904.050133999902755
6504,729,2.2636399,0.0488000,261387.702052000007825,3888904.050133999902755
6505,730,3.8436699,0.0576000,261417.702052000007825,3888904.050133999902755
6506,733,4.7872901,0.0472000,261447.702052000007825,3888904.050133999902755
6507,735,1.5095299,0.0108000,261477.702052000007825,3888904.050133999902755
6508,734,1.7210100,0.0156000,261507.702052000007825,3888904.050133999902755
6509,733,1.3502200,0.0144000,261537.702052000007825,3888904.050133999902755
6510,733,1.7210100,0.0000000,261567.702052000007825,3888904.050133999902755
6511,735,3.3722899,0.0508000,261597.702052000007825,3888904.050133999902755
6512,737,3.1818099,0.0248000,261627.702052000007825,3888904.050133999902755
6513,738,2.0527799,0.0020000,261657.702052000007825,3888904.050133999902755
6514,738,1.7210100,0.0136000,261687.702052000007825,3888904.050133999902755
6515,739,1.5095299,0.0052000,261717.702052000007825,3888904.050133999902755
6516,739,0.9548410,0.0248000,261747.702052000007825,3888904.050133999902755
6517,740,2.8624101,0.0032000,261777.702052000007825,3888904.050133999902755
6518,743,2.3859401,0.0044000,261807.702052000007825,3888904.050133999902755
6519,743,0.7548940,0.0004000,261837.702052000007825,3888904.050133999902755
6520,742,0.6752060,0.0000000,261867.702052000007825,3888904.050133999902755
6521,742,1.9678600,0.0000000,261897.702052000007825,3888904.050133999902755
6522,744,2.3859401,0.0000000,261927.702052000007825,3888904.050133999902755
6523,744,3.3722899,0.0000000,261957.702052000007825,3888904.050133999902755
6524,744,4.5202298,0.0000000,261987.702052000007825,3888904.050133999902755
6525,745,4.3804898,0.0008000,262017.702052000007825,3888904.050133999902755
6526,747,4.2226901,0.0008000,262047.702052000007825,3888904.050133999902755
6527,749,5.9892201,0.0016000,262077.702052000007825,3888904.050133999902755
6528,753,9.5662403,0.0004000,262107.702052000007825,3888904.050133999902755
6529,759,11.2041998,0.0296000,262137.702052000007825,3888904.050133999902755
6530,765,10.1443005,0.0384000,262167.702051999978721,3888904.050133999902755
6531,769,8.3801899,0.0344000,262197.702051999978721,3888904.050133999902755
6532,771,8.3801899,0.0632000,262227.702051999978721,3888904.050133999902755
6533,775,8.7103500,0.0432000,262257.702051999978721,3888904.050133999902755
6534,778,7.7469702,0.0388000,262287.702051999978721,3888904.050133999902755
6535,779,6.6206899,0.0184000,262317.702051999978721,3888904.050133999902755
6536,780,5.0956202,0.0488000,262347.702051999978721,3888904.050133999902755
6537,783,9.3041201,0.0844000,262377.702051999978721,3888904.050133999902755
6538,790,13.0853996,0.0420000,262407.702051999978721,3888904.050133999902755
6539,797,13.5235996,0.0776000,262437.702051999978721,3888904.050133999902755
6540,804,12.9588003,0.0908000,262467.702051999978721,3888904.050133999902755
6541,811,6.1373801,0.0480000,262497.702051999978721,3888904.050133999902755
6542,808,11.7086000,0.0208000,262527.702051999978721,3888904.050133999902755
6543,804,12.6043997,0.0564000,262557.702051999978721,3888904.050133999902755
6544,802,10.4516001,0.0472000,262587.702051999978721,3888904.050133999902755
6545,801,6.8040900,0.0292000,262617.702051999978721,3888904.050133999902755
6546,799,7.5431499,0.0672000,262647.702051999978721,3888904.050133999902755
6547,793,8.7103500,0.0676000,262677.702051999978721,3888904.050133999902755
6548,790,5.6412201,0.1448000,262707.702051999978721,3888904.050133999902755
6549,792,6.1738501,0.1248000,262737.702051999978721,3888904.050133999902755
6550,793,7.1171799,0.0408000,262767.702051999978721,3888904.050133999902755
6551,795,8.0632496,0.0032000,262797.702051999978721,3888904.050133999902755
6552,797,8.1861601,0.0212000,262827.702051999978721,3888904.050133999902755
6553,796,8.6913004,0.0472000,262857.702051999978721,3888904.050133999902755
6554,794,9.7480297,0.0280000,262887.702051999978721,3888904.050133999902755
6555,789,8.4394503,0.0300000,262917.702051999978721,3888904.050133999902755
6556,788,6.0172801,0.0000000,262947.702051999978721,3888904.050133999902755
6557,664,7.5061402,0.0048000,259107.702052000007825,3888874.050133999902755
6558,662,6.3969202,0.0196000,259137.702052000007825,3888874.050133999902755
6559,660,1.8175200,0.0556000,259167.702052000007825,3888874.050133999902755
6560,661,3.5842500,0.0672000,259197.702052000007825,3888874.050133999902755
6561,663,2.8624101,0.0900000,259227.702052000007825,3888874.050133999902755
6562,664,1.9678600,0.0400000,259257.702052000007825,3888874.050133999902755
6563,665,2.6989501,0.0364000,259287.702052000007825,3888874.050133999902755
6564,666,4.1687398,0.0500000,259317.702052000007825,3888874.050133999902755
6565,667,5.5507202,0.0392000,259347.702052000007825,3888874.050133999902755
6566,669,6.1829300,0.0204000,259377.702052000007825,3888874.050133999902755
6567,670,6.3441200,0.0368000,259407.702052000007825,3888874.050133999902755
6568,671,5.3228502,0.0504000,259437.702052000007825,3888874.050133999902755
6569,671,3.4389100,0.0688000,259467.702052000007825,3888874.050133999902755
6570,673,2.6350300,0.0784000,259497.702052000007825,3888874.050133999902755
6571,674,2.0527799,0.0872000,259527.702052000007825,3888874.050133999902755
6572,674,1.9678600,0.1724000,259557.702052000007825,3888874.050133999902755
6573,674,1.0675200,0.2052000,259587.702052000007825,3888874.050133999902755
6574,675,1.9678600,0.2116000,259617.702052000007825,3888874.050133999902755
6575,676,2.3859401,0.1848000,259647.702052000007825,3888874.050133999902755
6576,677,3.3214300,0.0540000,259677.702052000007825,3888874.050133999902755
6577,680,3.7692399,0.0652000,259707.702052000007825,3888874.050133999902755
6578,681,2.4563899,0.0824000,259737.702052000007825,3888874.050133999902755
6579,681,1.2171201,0.0704000,259767.702052000007825,3888874.050133999902755
6580,681,0.7548940,0.0268000,259797.702052000007825,3888874.050133999902755
6581,682,3.3214300,0.0024000,259827.702052000007825,3888874.050133999902755
6582,684,4.2626901,0.0012000,259857.702052000007825,3888874.050133999902755
6583,686,3.3890700,0.0016000,259887.702052000007825,3888874.050133999902755
6584,686,2.9018199,0.0032000,259917.702052000007825,3888874.050133999902755
6585,686,2.6350300,0.0012000,259947.702052000007825,3888874.050133999902755
6586,686,1.9091500,0.0100000,259977.702052000007825,3888874.050133999902755
6587,686,3.1996000,0.0020000,260007.702052000007825,3888874.050133999902755
6588,689,3.4389100,0.0016000,260037.702052000007825,3888874.050133999902755
6589,689,2.4331400,0.0004000,260067.702052000007825,3888874.050133999902755
6590,689,1.8175200,0.0012000,260097.702052000007825,3888874.050133999902755
6591,688,0.6752060,0.0156000,260127.702052000007825,3888874.050133999902755
6592,690,3.1096301,0.0000000,260157.702052000007825,3888874.050133999902755
6593,692,2.7199199,0.0004000,260187.702052000007825,3888874.050133999902755
6594,693,1.0127500,0.0024000,260217.702052000007825,3888874.050133999902755
6595,691,0.3376150,0.0148000,260247.702052000007825,3888874.050133999902755
6596,692,2.8624101,0.0036000,260277.702052000007825,3888874.050133999902755
6597,694,1.6876000,0.0000000,260307.702052000007825,3888874.050133999902755
6598,694,1.2171201,0.0000000,260337.702052000007825,3888874.050133999902755
6599,695,1.8175200,0.0016000,260367.702052000007825,3888874.050133999902755
6600,696,2.3859401,0.0064000,260397.702052000007825,3888874.050133999902755
6601,697,2.8821800,0.0012000,260427.702052000007825,3888874.050133999902755
6602,697,2.8821800,0.0008000,260457.702052000007825,3888874.050133999902755
6603,698,2.5695000,0.0104000,260487.702052000007825,3888874.050133999902755
6604,698,2.7199199,0.0292000,260517.702052000007825,3888874.050133999902755
6605,698,3.1096301,0.0512000,260547.702052000007825,3888874.050133999902755
6606,700,3.0543699,0.0428000,260577.702052000007825,3888874.050133999902755
6607,701,2.0527799,0.0328000,260607.702052000007825,3888874.050133999902755
6608,702,1.8175200,0.0416000,260637.702052000007825,3888874.050133999902755
6609,703,3.5842500,0.0520000,260667.702052000007825,3888874.050133999902755
6610,706,3.9310999,0.0124000,260697.702052000007825,3888874.050133999902755
6611,707,2.3859401,0.0288000,260727.702052000007825,3888874.050133999902755
6612,708,1.3502200,0.0188000,260757.702052000007825,3888874.050133999902755
6613,708,0.9548410,0.0136000,260787.702052000007825,3888874.050133999902755
6614,707,1.4321001,0.0136000,260817.702052000007825,3888874.050133999902755
6615,708,2.7199199,0.0464000,260847.702052000007825,3888874.050133999902755
6616,709,1.3917600,0.0680000,260877.702052000007825,3888874.050133999902755
6617,709,1.3917600,0.0716000,260907.702052000007825,3888874.050133999902755
6618,710,3.1096301,0.0588000,260937.702052000007825,3888874.050133999902755
6619,712,3.5204101,0.0420000,260967.702052000007825,3888874.050133999902755
6620,714,2.8821800,0.0288000,260997.702052000007825,3888874.050133999902755
6621,715,2.2636399,0.0320000,261027.702052000007825,3888874.050133999902755
6622,716,2.8624101,0.0292000,261057.702052000007825,3888874.050133999902755
6623,718,3.6469700,0.0352000,261087.702052000007825,3888874.050133999902755
6624,720,2.2636399,0.0004000,261117.702052000007825,3888874.050133999902755
6625,720,1.6876000,0.0488000,261147.702052000007825,3888874.050133999902755
6626,721,3.1096301,0.0004000,261177.702052000007825,3888874.050133999902755
6627,723,2.4331400,0.0140000,261207.702052000007825,3888874.050133999902755
6628,724,1.5095299,0.0176000,261237.702052000007825,3888874.050133999902755
6629,725,1.8175200,0.0312000,261267.702052000007825,3888874.050133999902755
6630,726,2.4563899,0.0560000,261297.702052000007825,3888874.050133999902755
6631,727,3.1096301,0.0564000,261327.702052000007825,3888874.050133999902755
6632,729,2.3859401,0.0524000,261357.702052000007825,3888874.050133999902755
6633,729,0.7548940,0.0272000,261387.702052000007825,3888874.050133999902755
6634,729,3.0169599,0.0260000,261417.702052000007825,3888874.050133999902755
6635,732,5.2696600,0.0300000,261447.702052000007825,3888874.050133999902755
6636,735,2.7818899,0.0204000,261477.702052000007825,3888874.050133999902755
6637,735,0.7548940,0.0000000,261507.702052000007825,3888874.050133999902755
6638,734,1.0127500,0.0168000,261537.702052000007825,3888874.050133999902755
6639,734,1.0675200,0.0192000,261567.702052000007825,3888874.050133999902755
6640,735,2.2636399,0.0036000,261597.702052000007825,3888874.050133999902755
6641,736,2.7199199,0.0124000,261627.702052000007825,3888874.050133999902755
6642,737,2.0527799,0.0156000,261657.702052000007825,3888874.050133999902755
6643,737,2.0527799,0.0088000,261687.702052000007825,3888874.050133999902755
6644,739,2.4331400,0.0020000,261717.702052000007825,3888874.050133999902755
6645,740,1.2171201,0.0028000,261747.702052000007825,3888874.050133999902755
6646,740,2.1607900,0.0080000,261777.702052000007825,3888874.050133999902755
6647,742,2.3619900,0.0000000,261807.702052000007825,3888874.050133999902755
6648,742,2.8821800,0.0000000,261837.702052000007825,3888874.050133999902755
6649,741,2.6350300,0.0000000,261867.702052000007825,3888874.050133999902755
6650,742,3.0543699,0.0008000,261897.702052000007825,3888874.050133999902755
6651,743,2.7199199,0.0012000,261927.702052000007825,3888874.050133999902755
6652,742,2.9018199,0.0000000,261957.702052000007825,3888874.050133999902755
6653,742,3.0357201,0.0000000,261987.702052000007825,3888874.050133999902755
6654,744,5.0511498,0.0012000,262017.702052000007825,3888874.050133999902755
6655,748,4.7636399,0.0048000,262047.702052000007825,3888874.050133999902755
6656,750,5.7105899,0.0020000,262077.702052000007825,3888874.050133999902755
6657,754,8.3271399,0.0004000,262107.702052000007825,3888874.050133999902755
6658,759,9.1369495,0.0324000,262137.702052000007825,3888874.050133999902755
6659,763,8.6146402,0.0480000,262167.702051999978721,3888874.050133999902755
6660,766,7.7182002,0.0344000,262197.702051999978721,3888874.050133999902755
6661,769,8.3801899,0.0620000,262227.702051999978721,3888874.050133999902755
6662,773,8.4065800,0.0688000,262257.702051999978721,3888874.050133999902755
6663,774,7.1796498,0.0204000,262287.702051999978721,3888874.050133999902755
6664,776,6.2010498,0.0596000,262317.702051999978721,3888874.050133999902755
6665,779,8.0769997,0.0628000,262347.702051999978721,3888874.050133999902755
6666,785,12.6466999,0.0420000,262377.702051999978721,3888874.050133999902755
6667,793,13.0569000,0.0328000,262407.702051999978721,3888874.050133999902755
6668,798,12.8100996,0.0284000,262437.702051999978721,3888874.050133999902755
6669,807,8.3004799,0.0368000,262467.702051999978721,3888874.050133999902755
6670,807,6.2819400,0.0256000,262497.702051999978721,3888874.050133999902755
6671,802,10.3731003,0.0276000,262527.702051999978721,3888874.050133999902755
6672,799,8.8112297,0.0400000,262557.702051999978721,3888874.050133999902755
6673,796,6.3441200,0.0640000,262587.702051999978721,3888874.050133999902755
6674,798,4.7872901,0.0420000,262617.702051999978721,3888874.050133999902755
6675,798,5.9610200,0.0576000,262647.702051999978721,3888874.050133999902755
6676,793,9.4681301,0.0948000,262677.702051999978721,3888874.050133999902755
6677,788,6.4231501,0.0820000,262707.702051999978721,3888874.050133999902755
6678,787,7.1250200,0.1304000,262737.702051999978721,3888874.050133999902755
6679,788,9.4681301,0.1328000,262767.702051999978721,3888874.050133999902755
6680,790,10.7595997,0.0404000,262797.702051999978721,3888874.050133999902755
6681,791,10.6835003,0.0016000,262827.702051999978721,3888874.050133999902755
6682,791,9.5662403,0.0348000,262857.702051999978721,3888874.050133999902755
6683,789,8.6146402,0.0260000,262887.702051999978721,3888874.050133999902755
6684,786,6.7958598,0.0060000,262917.702051999978721,3888874.050133999902755
6685,785,4.9723601,0.0000000,262947.702051999978721,3888874.050133999902755
6686,662,4.8225398,0.0004000,259107.702052000007825,3888844.050133999902755
6687,660,1.7210100,0.0112000,259137.702052000007825,3888844.050133999902755
6688,659,3.0543699,0.0776000,259167.702052000007825,3888844.050133999902755
6689,662,6.0545001,0.0928000,259197.702052000007825,3888844.050133999902755
6690,664,5.2266998,0.1664000,259227.702052000007825,3888844.050133999902755
6691,665,3.9310999,0.2160000,259257.702052000007825,3888844.050133999902755
6692,665,2.9018199,0.2208000,259287.702052000007825,3888844.050133999902755
6693,665,2.1343000,0.2152000,259317.702052000007825,3888844.050133999902755
6694,666,1.8175200,0.1400000,259347.702052000007825,3888844.050133999902755
6695,667,1.3917600,0.0396000,259377.702052000007825,3888844.050133999902755
6696,667,2.0248699,0.0688000,259407.702052000007825,3888844.050133999902755
6697,668,2.7199199,0.1016000,259437.702052000007825,3888844.050133999902755
6698,670,3.8436699,0.1828000,259467.702052000007825,3888844.050133999902755
6699,673,3.9310999,0.1668000,259497.702052000007825,3888844.050133999902755
6700,675,2.7818899,0.1364000,259527.702052000007825,3888844.050133999902755
6701,676,2.1607900,0.0712000,259557.702052000007825,3888844.050133999902755
6702,675,1.9678600,0.0656000,259587.702052000007825,3888844.050133999902755
6703,675,2.0527799,0.0340000,259617.702052000007825,3888844.050133999902755
6704,677,3.3214300,0.0780000,259647.702052000007825,3888844.050133999902755
6705,679,4.0725899,0.0304000,259677.702052000007825,3888844.050133999902755
6706,681,3.3214300,0.0264000,259707.702052000007825,3888844.050133999902755
6707,682,1.3502200,0.0060000,259737.702052000007825,3888844.050133999902755
6708,682,1.3502200,0.0040000,259767.702052000007825,3888844.050133999902755
6709,680,0.6752060,0.0016000,259797.702052000007825,3888844.050133999902755
6710,681,2.2636399,0.0008000,259827.702052000007825,3888844.050133999902755
6711,683,3.4389100,0.0008000,259857.702052000007825,3888844.050133999902755
6712,684,3.0543699,0.0040000,259887.702052000007825,3888844.050133999902755
6713,685,2.2636399,0.0032000,259917.702052000007825,3888844.050133999902755
6714,685,1.9091500,0.0040000,259947.702052000007825,3888844.050133999902755
6715,685,1.7210100,0.0016000,259977.702052000007825,3888844.050133999902755
6716,686,3.1818099,0.0036000,260007.702052000007825,3888844.050133999902755
6717,688,2.2636399,0.0112000,260037.702052000007825,3888844.050133999902755
6718,688,1.0127500,0.0052000,260067.702052000007825,3888844.050133999902755
